"year","zone","indicator","measure","value"
"2008-2009","S01001891","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",355
"2008-2009","S01001891","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",275
"2008-2009","S01001892","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",31
"2008-2009","S01001892","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",31
"2008-2009","S01001892","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",37
"2008-2009","S01001892","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",30
"2008-2009","S01001892","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001892","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",23
"2008-2009","S01001892","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01001892","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",12
"2008-2009","S01001892","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",64
"2008-2009","S01001892","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",75
"2008-2009","S01001892","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",80
"2008-2009","S01001892","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",84
"2008-2009","S01001892","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",88
"2008-2009","S01001892","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",53
"2008-2009","S01001892","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",69
"2008-2009","S01001892","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",80
"2008-2009","S01001892","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",84
"2008-2009","S01001892","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",91
"2008-2009","S01001892","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",42
"2008-2009","S01001892","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01001892","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",250
"2008-2009","S01001892","Estimated Median Gross Total Household Income Per Week","Median",334
"2008-2009","S01001892","Estimated Median Net Total Household Income Per Week","Median",256
"2008-2009","S01001892","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",301
"2008-2009","S01001892","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",304
"2008-2009","S01001892","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",326
"2008-2009","S01001892","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",400
"2008-2009","S01001892","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",259
"2008-2009","S01001893","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",31
"2008-2009","S01001893","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",31
"2008-2009","S01001893","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",34
"2008-2009","S01001893","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",29
"2008-2009","S01001893","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001893","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",24
"2008-2009","S01001893","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",25
"2008-2009","S01001893","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",12
"2008-2009","S01001893","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",56
"2008-2009","S01001893","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",68
"2008-2009","S01001893","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",75
"2008-2009","S01001893","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",81
"2008-2009","S01001893","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",87
"2008-2009","S01001893","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",46
"2008-2009","S01001893","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",62
"2008-2009","S01001893","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",73
"2008-2009","S01001893","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",79
"2008-2009","S01001893","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",88
"2008-2009","S01001893","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",37
"2008-2009","S01001893","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001893","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",286
"2008-2009","S01001893","Estimated Median Gross Total Household Income Per Week","Median",364
"2008-2009","S01001893","Estimated Median Net Total Household Income Per Week","Median",277
"2008-2009","S01001893","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",305
"2008-2009","S01001893","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",306
"2008-2009","S01001893","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",315
"2008-2009","S01001893","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",403
"2008-2009","S01001893","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",269
"2008-2009","S01001894","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",34
"2008-2009","S01001894","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",34
"2008-2009","S01001894","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",41
"2008-2009","S01001894","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",33
"2008-2009","S01001894","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",30
"2008-2009","S01001894","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001894","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",32
"2008-2009","S01001894","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",15
"2008-2009","S01001894","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",66
"2008-2009","S01001894","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",80
"2008-2009","S01001894","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",83
"2008-2009","S01001894","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",86
"2008-2009","S01001894","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",90
"2008-2009","S01001894","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",52
"2008-2009","S01001894","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",70
"2008-2009","S01001894","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",82
"2008-2009","S01001894","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",86
"2008-2009","S01001894","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",94
"2008-2009","S01001894","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",48
"2008-2009","S01001894","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",19
"2008-2009","S01001894","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",248
"2008-2009","S01001894","Estimated Median Gross Total Household Income Per Week","Median",348
"2008-2009","S01001894","Estimated Median Net Total Household Income Per Week","Median",263
"2008-2009","S01001894","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",282
"2008-2009","S01001894","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",285
"2008-2009","S01001894","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",313
"2008-2009","S01001894","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",366
"2008-2009","S01001894","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",243
"2008-2009","S01001895","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01001895","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01001895","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",27
"2008-2009","S01001895","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",22
"2008-2009","S01001895","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",25
"2008-2009","S01001895","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",25
"2008-2009","S01001895","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",22
"2008-2009","S01001895","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",5
"2008-2009","S01001895","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",42
"2008-2009","S01001895","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",54
"2008-2009","S01001895","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",62
"2008-2009","S01001895","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",71
"2008-2009","S01001895","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",80
"2008-2009","S01001895","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",35
"2008-2009","S01001895","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",47
"2008-2009","S01001895","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",59
"2008-2009","S01001895","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",70
"2008-2009","S01001895","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",84
"2008-2009","S01001895","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",27
"2008-2009","S01001895","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",5
"2008-2009","S01001895","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",374
"2008-2009","S01001895","Estimated Median Gross Total Household Income Per Week","Median",453
"2008-2009","S01001895","Estimated Median Net Total Household Income Per Week","Median",342
"2008-2009","S01001895","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",342
"2008-2009","S01001895","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",326
"2008-2009","S01001895","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",349
"2008-2009","S01001895","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",405
"2008-2009","S01001895","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",306
"2008-2009","S01001896","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",7
"2008-2009","S01001896","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",7
"2008-2009","S01001896","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",16
"2008-2009","S01001896","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",16
"2008-2009","S01001896","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",17
"2008-2009","S01001896","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01001896","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",12
"2008-2009","S01001896","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",1
"2008-2009","S01001896","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",23
"2008-2009","S01001896","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",29
"2008-2009","S01001896","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",32
"2008-2009","S01001896","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",38
"2008-2009","S01001896","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",49
"2008-2009","S01001896","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",23
"2008-2009","S01001896","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",28
"2008-2009","S01001896","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",34
"2008-2009","S01001896","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",40
"2008-2009","S01001896","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",51
"2008-2009","S01001896","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",7
"2008-2009","S01001896","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",1
"2008-2009","S01001896","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",597
"2008-2009","S01001896","Estimated Median Gross Total Household Income Per Week","Median",615
"2008-2009","S01001896","Estimated Median Net Total Household Income Per Week","Median",533
"2008-2009","S01001896","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",505
"2008-2009","S01001896","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",529
"2008-2009","S01001896","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",516
"2008-2009","S01001896","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",622
"2008-2009","S01001896","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",462
"2008-2009","S01001897","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",32
"2008-2009","S01001897","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",32
"2008-2009","S01001897","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",39
"2008-2009","S01001897","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",32
"2008-2009","S01001897","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",29
"2008-2009","S01001897","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",26
"2008-2009","S01001897","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",30
"2008-2009","S01001897","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",14
"2008-2009","S01001897","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",63
"2008-2009","S01001897","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",75
"2008-2009","S01001897","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",80
"2008-2009","S01001897","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",84
"2008-2009","S01001897","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",89
"2008-2009","S01001897","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",50
"2008-2009","S01001897","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",66
"2008-2009","S01001897","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",78
"2008-2009","S01001897","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",83
"2008-2009","S01001897","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",91
"2008-2009","S01001897","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",44
"2008-2009","S01001897","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",17
"2008-2009","S01001897","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",258
"2008-2009","S01001897","Estimated Median Gross Total Household Income Per Week","Median",353
"2008-2009","S01001897","Estimated Median Net Total Household Income Per Week","Median",268
"2008-2009","S01001897","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",288
"2008-2009","S01001897","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",296
"2008-2009","S01001897","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",313
"2008-2009","S01001897","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",369
"2008-2009","S01001897","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",248
"2008-2009","S01001898","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",28
"2008-2009","S01001898","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",28
"2008-2009","S01001898","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",30
"2008-2009","S01001898","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",26
"2008-2009","S01001898","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001898","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",25
"2008-2009","S01001898","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",20
"2008-2009","S01001898","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",10
"2008-2009","S01001898","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",58
"2008-2009","S01001898","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",70
"2008-2009","S01001898","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",78
"2008-2009","S01001898","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",83
"2008-2009","S01001898","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",88
"2008-2009","S01001898","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",52
"2008-2009","S01001898","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",69
"2008-2009","S01001898","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",80
"2008-2009","S01001898","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",84
"2008-2009","S01001898","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",90
"2008-2009","S01001898","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",34
"2008-2009","S01001898","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",14
"2008-2009","S01001898","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",274
"2008-2009","S01001898","Estimated Median Gross Total Household Income Per Week","Median",328
"2008-2009","S01001898","Estimated Median Net Total Household Income Per Week","Median",249
"2008-2009","S01001898","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",315
"2008-2009","S01001898","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",309
"2008-2009","S01001898","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",302
"2008-2009","S01001898","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",407
"2008-2009","S01001898","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",281
"2008-2009","S01001899","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001899","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001899","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",21
"2008-2009","S01001899","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",18
"2008-2009","S01001899","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001899","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",16
"2008-2009","S01001899","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01001899","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",4
"2008-2009","S01001899","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",26
"2008-2009","S01001899","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",36
"2008-2009","S01001899","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",45
"2008-2009","S01001899","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",56
"2008-2009","S01001899","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",74
"2008-2009","S01001899","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",22
"2008-2009","S01001899","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",31
"2008-2009","S01001899","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",41
"2008-2009","S01001899","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",54
"2008-2009","S01001899","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",74
"2008-2009","S01001899","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",24
"2008-2009","S01001899","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",9
"2008-2009","S01001899","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",521
"2008-2009","S01001899","Estimated Median Gross Total Household Income Per Week","Median",579
"2008-2009","S01001899","Estimated Median Net Total Household Income Per Week","Median",454
"2008-2009","S01001899","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Per Week","Median",392
"2008-2009","S01001899","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Older Population Per Week","Median",312
"2008-2009","S01001899","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Families Per Week","Median",393
"2008-2009","S01001899","Estimated Median Net Equivalent Household Income Before Housing Costs (Bhc) Of Working Age Per Week","Median",495
"2008-2009","S01001899","Estimated Median Net Equivalent Household Income After Housing Costs (Ahc) Per Week","Median",349
"2008-2009","S01001900","Estimated Percentage Of Households Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001900","Estimated Percentage Of Working Age Households Materially Deprived (More Than 3 Items)","Ratio",15
"2008-2009","S01001900","Estimated Percentage Of Households On Low Income (Less Than 60% Median) After Housing Costs (Ahc)","Ratio",20
"2008-2009","S01001900","Estimated Percentage Of Households With Low Income (Less Than 60% Median) Before Housing Costs","Ratio",19
"2008-2009","S01001900","Estimated Percentage Of Older Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",28
"2008-2009","S01001900","Estimated Percentage Of Families On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",14
"2008-2009","S01001900","Estimated Percentage Of Working Age Households On Low Income (Less Than 60% Median) Before Housing Costs (Bhc)","Ratio",18
"2008-2009","S01001900","Estimated Percentage Of Households With Low Income (Less Than 70% Median) And Materially Deprived","Ratio",5
"2008-2009","S01001900","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 300Gbp Per Week","Ratio",34
"2008-2009","S01001900","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 400Gbp Per Week","Ratio",43
"2008-2009","S01001900","Estimated Percentage Of Households With First Benefit Unit (Fbu) Income Of Less Than 500Gbp Per Week","Ratio",54
"2008-2009","S01001900","Estimated Percentage Of Households With A First Benefit Unit Income Of Less Than 600Gbp Per Week","Ratio",62
"2008-2009","S01001900","Estimated Percentage Of Households With A First Benefit Unit (Fbu) Income Of Less Than 800Gbp Per Week","Ratio",78
"2008-2009","S01001900","Estimated Percentage Of Households With A Gross Income Of Less Than 300Gbp Per Week","Ratio",31
"2008-2009","S01001900","Estimated Percentage Of Households With A Gross Income Of Less Than 400Gbp Per Week","Ratio",41
"2008-2009","S01001900","Estimated Percentage Of Households With A Gross Income Of Less Than 500Gbp Per Week","Ratio",52
"2008-2009","S01001900","Estimated Percentage Of Households With A Gross Income Of Less Than 600Gbp Per Week","Ratio",62
"2008-2009","S01001900","Estimated Percentage Of Households With A Gross Income Of Less Than 800Gbp Per Week","Ratio",79
"2008-2009","S01001900","Estimated Percentage Of Families On Low Income (Less Than 70% Median) And Materially Deprived","Ratio",20
"2008-2009","S01001900","Estimated Percentage Of Older Households Who Are Materially Deprived (More Than 3 Items)","Ratio",8
"2008-2009","S01001900","Estimated Median 'First Benefit Unit' Household Income Per Week","Median",434
"2008-2009","S01001900","Estimated Median Gross Total Household Income Per Week","Median",490
"2008-2009","S01001900","Estimated Median Net Total Household Income Per Week","Median",369
